,Name,Age,Height,Weight,NOC,Medal
225921,"Frederick Oliver Newgent ""Fred"" Sowerby",27.0,180.0,74.0,ANT,0
226324,"Malcolm Emanuel Augustus ""Mal"" Spence",20.0,177.0,71.0,JAM,0
226326,"Malcolm Emanuel Augustus ""Mal"" Spence",24.0,177.0,71.0,WIF,0
226329,Malcolm Clive Spence,19.0,187.0,76.0,RSA,0
226330,Malcolm Clive Spence,22.0,187.0,76.0,RSA,Bronze
226333,"Melville Emanuel Alfonso ""Mel"" Spence",20.0,177.0,71.0,JAM,0
227045,Ali St. Louis,25.0,175.0,71.0,TTO,0
227600,Augusto Jos Stanley Netepczuk,24.0,189.0,80.0,PAR,0
227686,Ian Stapleton,20.0,183.0,68.0,JAM,0
228137,Andrew Steele,23.0,182.0,78.0,GBR,0
228333,Bjarni Stefnsson,21.0,180.0,70.0,ISL,0
228335,Bjarni Stefnsson,25.0,180.0,70.0,ISL,0
229027,Andrzej Stpie,27.0,180.0,76.0,POL,0
229996,Nelson Stone,28.0,179.0,75.0,PNG,0
230004,"Robert Alan ""Rob"" Stone",23.0,176.0,71.0,AUS,0
230007,Crew Hadlett Stoneley,21.0,163.0,51.0,GBR,0
230136,"Werner ""Harry"" Storz",24.0,175.0,68.0,GER,0
230404,Brje Johannes Strandvall,23.0,175.0,66.0,FIN,0
230406,Brje Johannes Strandvall,27.0,175.0,66.0,FIN,0
230513,Seibert Straughn,20.0,193.0,77.0,BAR,0
230515,Seibert Straughn,24.0,193.0,77.0,BAR,0
230796,Sven Emil Strmberg,25.0,176.0,73.0,SWE,0
231784,Jaakko Johannes Suikkari,26.0,180.0,78.0,FIN,0
232802,Tauno Johannes Suvanto,23.0,182.0,73.0,FIN,0
233207,Hryhoriy Sverbetov,25.0,183.0,76.0,URS,0
233419,Renelda Swan,18.0,178.0,70.0,BER,0
233460,Stanisaw Swatowski,26.0,175.0,72.0,POL,0
233462,Stanisaw Swatowski,30.0,175.0,72.0,POL,0
233744,"Rudieon ""Rudy"" Sylvan",21.0,175.0,73.0,GRN,0
234187,Zsolt Szeglet,23.0,180.0,76.0,HUN,0
234189,Zsolt Szeglet,27.0,180.0,76.0,HUN,0
234684,Kenji Tabata,25.0,176.0,66.0,JPN,0
234798,Mulugetta Tadesse,26.0,176.0,64.0,ETH,0
235267,Susumu Takano,23.0,178.0,70.0,JPN,0
235269,Susumu Takano,27.0,178.0,70.0,JPN,0
235272,Susumu Takano,31.0,178.0,70.0,JPN,0
235577,Olavi Anselmi Talja,23.0,182.0,73.0,FIN,0
235751,Lapule Tamean,21.0,172.0,67.0,PNG,0
236427,Bralon Shazam Taplin,24.0,180.0,75.0,GRN,0
237111,"John Baxter Taylor, Jr.",25.0,181.0,74.0,USA,0
237113,John Coard Taylor,23.0,180.0,73.0,USA,0
237225,Ernest Tch-Noubossie,32.0,185.0,80.0,CMR,0
237462,"Eduardo Antonio ""Eddy"" Tllez Valerino",24.0,180.0,70.0,CUB,0
237612,Edilson Rocha Tenrio,25.0,196.0,77.0,BRA,0
237748,Jorge Tern Hernndez,25.0,178.0,74.0,MEX,0
238599,Thet Zaw Win,21.0,162.0,55.0,MYA,0
238771,Robosingho Arachchilage Don Sugath Thilakaratne,22.0,170.0,60.0,SRI,0
238772,Robosingho Arachchilage Don Sugath Thilakaratne,27.0,170.0,60.0,SRI,0
238925,Daniel M. Thomas,27.0,178.0,64.0,TAN,0
238959,Iwan Gwyn Thomas,22.0,186.0,85.0,GBR,0
239470,Somsak Thonf Ar-Ram,22.0,162.0,61.0,THA,0
239480,Somsak Thongsuk,25.0,168.0,64.0,THA,0
239867,Gabriel J. Tiacoh,20.0,180.0,75.0,CIV,Silver
239869,Gabriel J. Tiacoh,25.0,180.0,75.0,CIV,0
240010,"Joseph Paul ""Joe"" Tierney",25.0,178.0,61.0,USA,0
240754,"Charles Terence ""Terry"" Tobacco",20.0,188.0,63.0,CAN,0
240756,"Charles Terence ""Terry"" Tobacco",24.0,188.0,63.0,CAN,0
240784,Horia Toboc,25.0,184.0,71.0,ROU,0
240875,Willis Todman,22.0,167.0,66.0,IVB,0
241159,Juan Pedro Toledo Domnguez,22.0,187.0,85.0,MEX,0
241543,Yoshiharu Tomonaga,22.0,178.0,70.0,JPN,0
242764,Roberto Tozzi,21.0,180.0,72.0,ITA,0
242964,Rgis Tranquille,25.0,182.0,74.0,SEY,0
243249,Pavel Aleksandrovich Trenikhin,26.0,180.0,70.0,RUS,0
243775,Josef Trousil,25.0,182.0,70.0,TCH,0
243777,Josef Trousil,29.0,182.0,70.0,TCH,0
244878,Takale Tuna,23.0,184.0,75.0,PNG,0
245800,Dele Ndubuisi Udo,23.0,187.0,78.0,NGR,0
246289,George Bernard Underwood,19.0,176.0,74.0,USA,0
246769,Carlton Usher,19.0,168.0,68.0,BIZ,0
246920,Sunday Uti,21.0,175.0,68.0,NGR,0
246922,Sunday Uti,25.0,175.0,68.0,NGR,0
247063,Marco Vaccari,26.0,180.0,69.0,ITA,0
247135,Jzsef Vadas,24.0,175.0,62.0,HUN,0
247594,Brandon Valentine-Parris,21.0,173.0,55.0,VIN,0
248103,Cdric Marie Carlos Thrse Van Branteghem,25.0,176.0,73.0,BEL,0
248104,Cdric Marie Carlos Thrse Van Branteghem,29.0,176.0,73.0,BEL,0
248281,"Marinus ""Rinus"" van den Berge",28.0,171.0,65.0,NED,0
249269,Wayde van Niekerk,24.0,183.0,70.0,RSA,Gold
249686,Zdenk Va,21.0,170.0,64.0,TCH,0
250532,Peter Francis Vassella,23.0,175.0,69.0,AUS,0
251015,Daniel Roger Vlasquez,28.0,175.0,70.0,FRA,0
251422,Niko Verakauta,21.0,186.0,74.0,FIJ,0
251493,David Verburg,25.0,173.0,70.0,USA,0
253046,Casey Garnett Vincent,21.0,183.0,78.0,AUS,0
253048,Casey Garnett Vincent,25.0,183.0,78.0,AUS,0
254563,Johan Bertil Karl von Wachenfeldt,27.0,188.0,76.0,SWE,0
255185,Jaroslav Vykoupil,20.0,176.0,67.0,TCH,0
255322,Ibrahima Wade,32.0,193.0,82.0,FRA,0
255952,Anthony Wayne Wallace,23.0,191.0,82.0,JAM,0
256031,Frank Laird Waller,20.0,176.0,71.0,USA,Silver
256172,Julian Jrummi Walsh,19.0,175.0,75.0,JPN,0
256263,"William John ""Willie"" Walters",24.0,186.0,73.0,RSA,0
257128,Jeremy Matthew Wariner,20.0,188.0,71.0,USA,Gold
257130,Jeremy Matthew Wariner,24.0,188.0,71.0,USA,Silver
257434,Takahiro Watanabe,22.0,185.0,75.0,JPN,0
257609,Elieser Wattebosi,24.0,167.0,58.0,INA,0
257634,Quincy Dushawn Watts,22.0,190.0,88.0,USA,Gold
257872,Ren Weber,27.0,178.0,74.0,SUI,0
258027,"James Edward ""Jim"" Wedderburn",22.0,178.0,73.0,WIF,0
258296,Saul Weigopwa,18.0,175.0,71.0,NGR,0
258298,Saul Weigopwa,22.0,175.0,71.0,NGR,0
258558,Zygmunt Eugeniusz Weiss,25.0,180.0,78.0,POL,0
259083,Jan Werner,22.0,191.0,86.0,POL,0
259085,Jan Werner,26.0,191.0,86.0,POL,0
259087,Jan Werner,29.0,191.0,86.0,POL,0
259552,"Michael Keith Valentine ""Mike"" Wheeler",21.0,187.0,76.0,GBR,0
259789,"Malvin Groston ""Mal"" Whitfield",23.0,185.0,76.0,USA,Bronze
259792,"Malvin Groston ""Mal"" Whitfield",27.0,185.0,76.0,USA,0
259876,Brian Whittle,24.0,190.0,77.0,GBR,0
260597,"Erik Wilhelm ""Erkka"" Wiln",21.0,180.0,73.0,FIN,0
260599,"Erik Wilhelm ""Erkka"" Wiln",25.0,180.0,73.0,FIN,0
260903,"Archibald Franklin ""Archie"" Williams",21.0,183.0,80.0,USA,Gold
260935,Conrad Williams,30.0,182.0,75.0,GBR,0
261156,Ulis C. Williams,22.0,185.0,75.0,USA,0
261355,"Alexander Sheldon ""Alex"" Wilson",20.0,178.0,66.0,CAN,0
261358,"Alexander Sheldon ""Alex"" Wilson",24.0,178.0,66.0,CAN,Bronze
261462,Eric Colquhoun Wilson,23.0,183.0,73.0,USA,0
261648,Wickramesinghe Wimaladasa,28.0,177.0,62.0,SRI,0
261684,Martin John Winbolt-Lewis,21.0,185.0,73.0,GBR,0
261899,Arthur Stanley Wint,28.0,194.0,77.0,JAM,Gold
261902,Arthur Stanley Wint,32.0,194.0,77.0,JAM,0
262077,Johan Lukas Wissman,25.0,167.0,75.0,SWE,0
262487,Lars-Erik Ragnar Wolfbrandt,23.0,178.0,70.0,SWE,0
263268,John Derek Wrighton,27.0,189.0,80.0,GBR,0
263284,Sean Wroe,23.0,185.0,75.0,AUS,0
263686,Desai Wynter,22.0,181.0,79.0,ISV,0
263687,Desai Wynter,26.0,181.0,79.0,ISV,0
264138,Mohammad Anas Yahiya,21.0,177.0,69.0,IND,0
264352,Yuki Yamaguchi,20.0,174.0,63.0,JPN,0
264442,Takahiko Yamamura,21.0,176.0,68.0,JPN,0
265068,Harold Malcolm Yardley,19.0,170.0,65.0,GBR,0
265192,Samuela Yavala,25.0,173.0,69.0,FIJ,0
265586,"John Lloyd ""Jack"" Yerman",21.0,183.0,81.0,USA,0
266235,Donnell Brooks Young,24.0,183.0,71.0,USA,0
266237,Earl Verdelle Young,19.0,190.0,79.0,USA,0
266354,Rabah Yousif,25.0,184.0,71.0,SUD,0
266803,Yun Nam-Han,19.0,180.0,74.0,KOR,0
268124,Sergey Aleksandrovich Zaykov,24.0,190.0,76.0,KAZ,0
268573,Michael Zerbes,24.0,195.0,81.0,GDR,0
270595,Feliks Grzegorz uber,22.0,167.0,60.0,POL,0
270760,Mauro Carlo Zuliani,20.0,175.0,62.0,ITA,0
270959,Lloyd Zvasiya,23.0,190.0,80.0,ZIM,0
